graph_seed,policy,metric,mean,n_students
23,B1_random,m_retention_14d,-0.379875,1000
23,B1_random,m_retention_1d,-0.042000,1000
23,B1_random,m_retention_3d,-0.114375,1000
23,B1_random,m_retention_7d,-0.225375,1000
23,B1_random,m_robust,0.462921,339
23,B1_random,m_transfer,0.746250,1000
23,B2_bkt,m_calib,0.132086,1000
23,B2_bkt,m_efficiency,0.003580,1000
23,B2_bkt,m_engage,1.000000,1000
23,B2_bkt,m_hint,0.000000,1000
23,B2_bkt,m_inference_robust,0.165234,265
23,B2_bkt,m_mastery,0.358005,1000
23,B2_bkt,m_meta,0.036968,1000
23,B2_bkt,m_retention_14d,-0.374125,1000
23,B2_bkt,m_retention_1d,-0.032875,1000
23,B2_bkt,m_retention_3d,-0.098000,1000
23,B2_bkt,m_retention_7d,-0.217000,1000
23,B2_bkt,m_transfer,0.745250,1000
23,B3_l2t_no_q,m_calib,0.141351,1000
23,B3_l2t_no_q,m_efficiency,0.003716,1000
23,B3_l2t_no_q,m_engage,0.825690,1000
23,B3_l2t_no_q,m_hint,-0.100985,1000
23,B3_l2t_no_q,m_inference_robust,0.147519,265
23,B3_l2t_no_q,m_mastery,0.371558,1000
23,B3_l2t_no_q,m_meta,0.027464,1000
23,B3_l2t_no_q,m_retention_14d,-0.393125,1000
23,B3_l2t_no_q,m_retention_1d,-0.036000,1000
23,B3_l2t_no_q,m_retention_3d,-0.123125,1000
23,B3_l2t_no_q,m_retention_7d,-0.228000,1000
23,B3_l2t_no_q,m_robust,0.862949,151
23,B3_l2t_no_q,m_transfer,0.768000,1000
23,B4_full_l2t,m_calib,0.169207,1000
23,B4_full_l2t,m_efficiency,0.003723,1000
23,B4_full_l2t,m_engage,0.835640,1000
23,B4_full_l2t,m_hint,-0.100241,1000
23,B4_full_l2t,m_inference_robust,0.228565,265
23,B4_full_l2t,m_mastery,0.372262,1000
23,B4_full_l2t,m_meta,0.030569,1000
23,B4_full_l2t,m_retention_14d,-0.395625,1000
23,B4_full_l2t,m_retention_1d,-0.040875,1000
23,B4_full_l2t,m_retention_3d,-0.118375,1000
23,B4_full_l2t,m_retention_7d,-0.235500,1000
23,B4_full_l2t,m_robust,0.864583,48
23,B4_full_l2t,m_transfer,0.769750,1000
24,B1_random,m_calib,0.169036,1000
24,B1_random,m_efficiency,0.003259,1000
24,B1_random,m_engage,0.852580,1000
24,B1_random,m_hint,-0.819281,1000
24,B1_random,m_inference_robust,0.213579,265
24,B1_random,m_mastery,0.325862,1000
24,B1_random,m_meta,0.028554,1000
24,B1_random,m_retention_14d,-0.374125,1000
24,B1_random,m_retention_1d,-0.024750,1000
24,B1_random,m_retention_3d,-0.096500,1000
24,B1_random,m_retention_7d,-0.214125,1000
24,B1_random,m_robust,0.470335,347
24,B1_random,m_transfer,0.742000,1000
24,B2_bkt,m_calib,0.139040,1000
24,B2_bkt,m_efficiency,0.003684,1000
24,B2_bkt,m_engage,1.000000,1000
24,B2_bkt,m_hint,0.000000,1000
24,B2_bkt,m_inference_robust,0.210991,265
24,B2_bkt,m_mastery,0.368445,1000
24,B2_bkt,m_meta,0.040550,1000
24,B2_bkt,m_retention_14d,-0.370375,1000
24,B2_bkt,m_retention_1d,-0.030125,1000
24,B2_bkt,m_retention_3d,-0.100500,1000
24,B2_bkt,m_retention_7d,-0.208000,1000
24,B2_bkt,m_transfer,0.742375,1000
24,B3_l2t_no_q,m_calib,0.150829,1000
24,B3_l2t_no_q,m_efficiency,0.003779,1000
24,B3_l2t_no_q,m_engage,0.835310,1000
24,B3_l2t_no_q,m_hint,-0.091793,1000
24,B3_l2t_no_q,m_inference_robust,0.149702,265
24,B3_l2t_no_q,m_mastery,0.377887,1000
24,B3_l2t_no_q,m_meta,0.026457,1000
24,B3_l2t_no_q,m_retention_14d,-0.391500,1000
24,B3_l2t_no_q,m_retention_1d,-0.037375,1000
24,B3_l2t_no_q,m_retention_3d,-0.115125,1000
24,B3_l2t_no_q,m_retention_7d,-0.227250,1000
24,B3_l2t_no_q,m_robust,0.847888,97
24,B3_l2t_no_q,m_transfer,0.768625,1000
24,B4_full_l2t,m_calib,0.177689,1000
24,B4_full_l2t,m_efficiency,0.003810,1000
24,B4_full_l2t,m_engage,0.845810,1000
24,B4_full_l2t,m_hint,-0.090069,1000
24,B4_full_l2t,m_inference_robust,0.238562,265
24,B4_full_l2t,m_mastery,0.380979,1000
24,B4_full_l2t,m_meta,0.029126,1000
24,B4_full_l2t,m_retention_14d,-0.386750,1000
24,B4_full_l2t,m_retention_1d,-0.041875,1000
24,B4_full_l2t,m_retention_3d,-0.118000,1000
24,B4_full_l2t,m_retention_7d,-0.232375,1000
24,B4_full_l2t,m_robust,0.944444,18
24,B4_full_l2t,m_transfer,0.767875,1000
25,B1_random,m_calib,0.167355,1000
25,B1_random,m_efficiency,0.003472,1000
25,B1_random,m_engage,0.852580,1000
25,B1_random,m_hint,-0.819281,1000
25,B1_random,m_inference_robust,0.209830,265
25,B1_random,m_mastery,0.347235,1000
25,B1_random,m_meta,0.041460,1000
25,B1_random,m_retention_14d,-0.379500,1000
25,B1_random,m_retention_1d,-0.040375,1000
25,B1_random,m_retention_3d,-0.111250,1000
25,B1_random,m_retention_7d,-0.219500,1000
25,B1_random,m_robust,0.473326,347
25,B1_random,m_transfer,0.755125,1000
25,B2_bkt,m_calib,0.132662,1000
25,B2_bkt,m_efficiency,0.003803,1000
25,B2_bkt,m_engage,1.000000,1000
25,B2_bkt,m_hint,0.000000,1000
25,B2_bkt,m_inference_robust,0.221086,265
25,B2_bkt,m_mastery,0.380258,1000
25,B2_bkt,m_meta,0.046490,1000
25,B2_bkt,m_retention_14d,-0.382375,1000
25,B2_bkt,m_retention_1d,-0.032000,1000
25,B2_bkt,m_retention_3d,-0.106750,1000
25,B2_bkt,m_retention_7d,-0.219375,1000
25,B2_bkt,m_transfer,0.755125,1000
25,B3_l2t_no_q,m_calib,0.142619,1000
25,B3_l2t_no_q,m_efficiency,0.003842,1000
25,B3_l2t_no_q,m_engage,0.821390,1000
25,B3_l2t_no_q,m_hint,-0.090920,1000
25,B3_l2t_no_q,m_inference_robust,0.159128,265
25,B3_l2t_no_q,m_mastery,0.384209,1000
25,B3_l2t_no_q,m_meta,0.035058,1000
25,B3_l2t_no_q,m_retention_14d,-0.392000,1000
25,B3_l2t_no_q,m_retention_1d,-0.033875,1000
25,B3_l2t_no_q,m_retention_3d,-0.110750,1000
25,B3_l2t_no_q,m_retention_7d,-0.228750,1000
25,B3_l2t_no_q,m_robust,0.900985,153
25,B3_l2t_no_q,m_transfer,0.765750,1000
25,B4_full_l2t,m_calib,0.167345,1000
25,B4_full_l2t,m_efficiency,0.003887,1000
25,B4_full_l2t,m_engage,0.834480,1000
25,B4_full_l2t,m_hint,-0.089278,1000
25,B4_full_l2t,m_inference_robust,0.251183,265
25,B4_full_l2t,m_mastery,0.388706,1000
25,B4_full_l2t,m_meta,0.037524,1000
25,B4_full_l2t,m_retention_14d,-0.389625,1000
25,B4_full_l2t,m_retention_1d,-0.039500,1000
25,B4_full_l2t,m_retention_3d,-0.109625,1000
25,B4_full_l2t,m_retention_7d,-0.220875,1000
25,B4_full_l2t,m_robust,0.836735,49
25,B4_full_l2t,m_transfer,0.767000,1000
26,B1_random,m_calib,0.177686,1000
26,B1_random,m_efficiency,0.003071,1000
26,B1_random,m_engage,0.852580,1000
26,B1_random,m_hint,-0.819281,1000
26,B1_random,m_inference_robust,0.200379,265
26,B1_random,m_mastery,0.307064,1000
26,B1_random,m_meta,0.033820,1000
26,B1_random,m_retention_14d,-0.372375,1000
26,B1_random,m_retention_1d,-0.031625,1000
26,B1_random,m_retention_3d,-0.105875,1000
26,B1_random,m_retention_7d,-0.215500,1000
26,B1_random,m_robust,0.486584,348
26,B1_random,m_transfer,0.743375,1000
26,B2_bkt,m_calib,0.140450,1000
26,B2_bkt,m_efficiency,0.003621,1000
26,B2_bkt,m_engage,1.000000,1000
26,B2_bkt,m_hint,0.000000,1000
26,B2_bkt,m_inference_robust,0.190616,265
26,B2_bkt,m_mastery,0.362068,1000
26,B2_bkt,m_meta,0.089470,1000
26,B2_bkt,m_retention_14d,-0.375875,1000
26,B2_bkt,m_retention_1d,-0.024000,1000
26,B2_bkt,m_retention_3d,-0.098000,1000
26,B2_bkt,m_retention_7d,-0.222250,1000
26,B2_bkt,m_transfer,0.747875,1000
26,B3_l2t_no_q,m_calib,0.151607,1000
26,B3_l2t_no_q,m_efficiency,0.003778,1000
26,B3_l2t_no_q,m_engage,0.825310,1000
26,B3_l2t_no_q,m_hint,-0.101049,1000
26,B3_l2t_no_q,m_inference_robust,0.157656,265
26,B3_l2t_no_q,m_mastery,0.377807,1000
26,B3_l2t_no_q,m_meta,0.078290,1000
26,B3_l2t_no_q,m_retention_14d,-0.384750,1000
26,B3_l2t_no_q,m_retention_1d,-0.034125,1000
26,B3_l2t_no_q,m_retention_3d,-0.120000,1000
26,B3_l2t_no_q,m_retention_7d,-0.228875,1000
26,B3_l2t_no_q,m_robust,0.818785,72
26,B3_l2t_no_q,m_transfer,0.764875,1000
26,B4_full_l2t,m_calib,0.176889,1000
26,B4_full_l2t,m_efficiency,0.003798,1000
26,B4_full_l2t,m_engage,0.836650,1000
26,B4_full_l2t,m_hint,-0.098295,1000
26,B4_full_l2t,m_inference_robust,0.245011,265
26,B4_full_l2t,m_mastery,0.379766,1000
26,B4_full_l2t,m_meta,0.082050,1000
26,B4_full_l2t,m_retention_14d,-0.395500,1000
26,B4_full_l2t,m_retention_1d,-0.045375,1000
26,B4_full_l2t,m_retention_3d,-0.114625,1000
26,B4_full_l2t,m_retention_7d,-0.229000,1000
26,B4_full_l2t,m_robust,1.000000,15
26,B4_full_l2t,m_transfer,0.767625,1000
27,B1_random,m_calib,0.176908,1000
27,B1_random,m_efficiency,0.003298,1000
27,B1_random,m_engage,0.852580,1000
27,B1_random,m_hint,-0.819281,1000
27,B1_random,m_inference_robust,0.196553,265
27,B1_random,m_mastery,0.329804,1000
27,B1_random,m_meta,0.038797,1000
27,B1_random,m_retention_14d,-0.373125,1000
27,B1_random,m_retention_1d,-0.032750,1000
27,B1_random,m_retention_3d,-0.105500,1000
27,B1_random,m_retention_7d,-0.230500,1000
27,B1_random,m_robust,0.492792,335
27,B1_random,m_transfer,0.754250,1000
27,B2_bkt,m_calib,0.139172,1000
27,B2_bkt,m_efficiency,0.003560,1000
27,B2_bkt,m_engage,1.000000,1000
27,B2_bkt,m_hint,0.000000,1000
27,B2_bkt,m_inference_robust,0.178565,265
27,B2_bkt,m_mastery,0.356048,1000
27,B2_bkt,m_meta,0.045258,1000
27,B2_bkt,m_retention_14d,-0.382000,1000
27,B2_bkt,m_retention_1d,-0.041000,1000
27,B2_bkt,m_retention_3d,-0.102750,1000
27,B2_bkt,m_retention_7d,-0.220375,1000
27,B2_bkt,m_transfer,0.743250,1000
27,B3_l2t_no_q,m_calib,0.148490,1000
27,B3_l2t_no_q,m_efficiency,0.003770,1000
27,B3_l2t_no_q,m_engage,0.830360,1000
27,B3_l2t_no_q,m_hint,-0.100462,1000
27,B3_l2t_no_q,m_inference_robust,0.154141,265
27,B3_l2t_no_q,m_mastery,0.377038,1000
27,B3_l2t_no_q,m_meta,0.043152,1000
27,B3_l2t_no_q,m_retention_14d,-0.396875,1000
27,B3_l2t_no_q,m_retention_1d,-0.038375,1000
27,B3_l2t_no_q,m_retention_3d,-0.114000,1000
27,B3_l2t_no_q,m_retention_7d,-0.235250,1000
27,B3_l2t_no_q,m_robust,0.859188,110
27,B3_l2t_no_q,m_transfer,0.768250,1000
27,B4_full_l2t,m_calib,0.170325,1000
27,B4_full_l2t,m_efficiency,0.003792,1000
27,B4_full_l2t,m_engage,0.842500,1000
27,B4_full_l2t,m_hint,-0.097907,1000
27,B4_full_l2t,m_inference_robust,0.239487,265
27,B4_full_l2t,m_mastery,0.379205,1000
27,B4_full_l2t,m_meta,0.047083,1000
27,B4_full_l2t,m_retention_14d,-0.388625,1000
27,B4_full_l2t,m_retention_1d,-0.036375,1000
27,B4_full_l2t,m_retention_3d,-0.115875,1000
27,B4_full_l2t,m_retention_7d,-0.223875,1000
27,B4_full_l2t,m_robust,0.964286,28
27,B4_full_l2t,m_transfer,0.764875,1000
28,B1_random,m_calib,0.173857,1000
28,B1_random,m_efficiency,0.003223,1000
28,B1_random,m_engage,0.852580,1000
28,B1_random,m_hint,-0.819281,1000
28,B1_random,m_inference_robust,0.193632,265
28,B1_random,m_mastery,0.322291,1000
28,B1_random,m_meta,0.038369,1000
28,B1_random,m_retention_14d,-0.375375,1000
28,B1_random,m_retention_1d,-0.035750,1000
28,B1_random,m_retention_3d,-0.112625,1000
28,B1_random,m_retention_7d,-0.222000,1000
28,B1_random,m_robust,0.469412,341
28,B1_random,m_transfer,0.757125,1000
28,B2_bkt,m_calib,0.130931,1000
28,B2_bkt,m_efficiency,0.003637,1000
28,B2_bkt,m_engage,1.000000,1000
28,B2_bkt,m_hint,0.000000,1000
28,B2_bkt,m_inference_robust,0.168968,265
28,B2_bkt,m_mastery,0.363705,1000
28,B2_bkt,m_meta,0.058952,1000
28,B2_bkt,m_retention_14d,-0.378750,1000
28,B2_bkt,m_retention_1d,-0.032750,1000
28,B2_bkt,m_retention_3d,-0.097375,1000
28,B2_bkt,m_retention_7d,-0.217500,1000
28,B2_bkt,m_transfer,0.750500,1000
28,B3_l2t_no_q,m_calib,0.141909,1000
28,B3_l2t_no_q,m_efficiency,0.003776,1000
28,B3_l2t_no_q,m_engage,0.824590,1000
28,B3_l2t_no_q,m_hint,-0.096386,1000
28,B3_l2t_no_q,m_inference_robust,0.145468,265
28,B3_l2t_no_q,m_mastery,0.377613,1000
28,B3_l2t_no_q,m_meta,0.041503,1000
28,B3_l2t_no_q,m_retention_14d,-0.393750,1000
28,B3_l2t_no_q,m_retention_1d,-0.036000,1000
28,B3_l2t_no_q,m_retention_3d,-0.115375,1000
28,B3_l2t_no_q,m_retention_7d,-0.228000,1000
28,B3_l2t_no_q,m_robust,0.886794,157
28,B3_l2t_no_q,m_transfer,0.766875,1000
28,B4_full_l2t,m_calib,0.169370,1000
28,B4_full_l2t,m_efficiency,0.003811,1000
28,B4_full_l2t,m_engage,0.836330,1000
28,B4_full_l2t,m_hint,-0.097107,1000
28,B4_full_l2t,m_inference_robust,0.236602,265
28,B4_full_l2t,m_mastery,0.381132,1000
28,B4_full_l2t,m_meta,0.047338,1000
28,B4_full_l2t,m_retention_14d,-0.385750,1000
28,B4_full_l2t,m_retention_1d,-0.050625,1000
28,B4_full_l2t,m_retention_3d,-0.112500,1000
28,B4_full_l2t,m_retention_7d,-0.222125,1000
28,B4_full_l2t,m_robust,0.840426,47
28,B4_full_l2t,m_transfer,0.770375,1000
29,B1_random,m_calib,0.169084,1000
29,B1_random,m_efficiency,0.003253,1000
29,B1_random,m_engage,0.852580,1000
29,B1_random,m_hint,-0.819281,1000
29,B1_random,m_inference_robust,0.200953,265
29,B1_random,m_mastery,0.325330,1000
29,B1_random,m_meta,0.037806,1000
29,B1_random,m_retention_14d,-0.383375,1000
29,B1_random,m_retention_1d,-0.038625,1000
29,B1_random,m_retention_3d,-0.107750,1000
29,B1_random,m_retention_7d,-0.221875,1000
29,B1_random,m_robust,0.476430,346
29,B1_random,m_transfer,0.755750,1000
29,B2_bkt,m_calib,0.136177,1000
29,B2_bkt,m_efficiency,0.003624,1000
29,B2_bkt,m_engage,1.000000,1000
29,B2_bkt,m_hint,0.000000,1000
29,B2_bkt,m_inference_robust,0.198544,265
29,B2_bkt,m_mastery,0.362439,1000
29,B2_bkt,m_meta,0.071627,1000
29,B2_bkt,m_retention_14d,-0.371250,1000
29,B2_bkt,m_retention_1d,-0.032625,1000
29,B2_bkt,m_retention_3d,-0.108875,1000
29,B2_bkt,m_retention_7d,-0.217375,1000
29,B2_bkt,m_transfer,0.744375,1000
29,B3_l2t_no_q,m_calib,0.153638,1000
29,B3_l2t_no_q,m_efficiency,0.003764,1000
29,B3_l2t_no_q,m_engage,0.830160,1000
29,B3_l2t_no_q,m_hint,-0.096885,1000
29,B3_l2t_no_q,m_inference_robust,0.139924,265
29,B3_l2t_no_q,m_mastery,0.376384,1000
29,B3_l2t_no_q,m_meta,0.052653,1000
29,B3_l2t_no_q,m_retention_14d,-0.383750,1000
29,B3_l2t_no_q,m_retention_1d,-0.039500,1000
29,B3_l2t_no_q,m_retention_3d,-0.113625,1000
29,B3_l2t_no_q,m_retention_7d,-0.233875,1000
29,B3_l2t_no_q,m_robust,0.889318,129
29,B3_l2t_no_q,m_transfer,0.767125,1000
29,B4_full_l2t,m_calib,0.180455,1000
29,B4_full_l2t,m_efficiency,0.003829,1000
29,B4_full_l2t,m_engage,0.839450,1000
29,B4_full_l2t,m_hint,-0.097752,1000
29,B4_full_l2t,m_inference_robust,0.248224,265
29,B4_full_l2t,m_mastery,0.382936,1000
29,B4_full_l2t,m_meta,0.057808,1000
29,B4_full_l2t,m_retention_14d,-0.385875,1000
29,B4_full_l2t,m_retention_1d,-0.039375,1000
29,B4_full_l2t,m_retention_3d,-0.116750,1000
29,B4_full_l2t,m_retention_7d,-0.235000,1000
29,B4_full_l2t,m_robust,0.884615,52
29,B4_full_l2t,m_transfer,0.769250,1000
30,B1_random,m_calib,0.169249,1000
30,B1_random,m_efficiency,0.003292,1000
30,B1_random,m_engage,0.852580,1000
30,B1_random,m_hint,-0.819281,1000
30,B1_random,m_inference_robust,0.209032,265
30,B1_random,m_mastery,0.329156,1000
30,B1_random,m_meta,0.033348,1000
30,B1_random,m_retention_14d,-0.380375,1000
30,B1_random,m_retention_1d,-0.036125,1000
30,B1_random,m_retention_3d,-0.109375,1000
30,B1_random,m_retention_7d,-0.230250,1000
30,B1_random,m_robust,0.492147,346
30,B1_random,m_transfer,0.765250,1000
30,B2_bkt,m_calib,0.134305,1000
30,B2_bkt,m_efficiency,0.003649,1000
30,B2_bkt,m_engage,1.000000,1000
30,B2_bkt,m_hint,0.000000,1000
30,B2_bkt,m_inference_robust,0.208041,265
30,B2_bkt,m_mastery,0.364870,1000
30,B2_bkt,m_meta,0.061761,1000
30,B2_bkt,m_retention_14d,-0.379375,1000
30,B2_bkt,m_retention_1d,-0.033750,1000
30,B2_bkt,m_retention_3d,-0.104250,1000
30,B2_bkt,m_retention_7d,-0.212375,1000
30,B2_bkt,m_transfer,0.741750,1000
30,B3_l2t_no_q,m_calib,0.145853,1000
30,B3_l2t_no_q,m_efficiency,0.003777,1000
30,B3_l2t_no_q,m_engage,0.824120,1000
30,B3_l2t_no_q,m_hint,-0.099274,1000
30,B3_l2t_no_q,m_inference_robust,0.155691,265
30,B3_l2t_no_q,m_mastery,0.377661,1000
30,B3_l2t_no_q,m_meta,0.046123,1000
30,B3_l2t_no_q,m_retention_14d,-0.368750,1000
30,B3_l2t_no_q,m_retention_1d,-0.029250,1000
30,B3_l2t_no_q,m_retention_3d,-0.111125,1000
30,B3_l2t_no_q,m_retention_7d,-0.224750,1000
30,B3_l2t_no_q,m_robust,0.866670,124
30,B3_l2t_no_q,m_transfer,0.760875,1000
30,B4_full_l2t,m_calib,0.168445,1000
30,B4_full_l2t,m_efficiency,0.003820,1000
30,B4_full_l2t,m_engage,0.835570,1000
30,B4_full_l2t,m_hint,-0.097222,1000
30,B4_full_l2t,m_inference_robust,0.250398,265
30,B4_full_l2t,m_mastery,0.381993,1000
30,B4_full_l2t,m_meta,0.049999,1000
30,B4_full_l2t,m_retention_14d,-0.376250,1000
30,B4_full_l2t,m_retention_1d,-0.036000,1000
30,B4_full_l2t,m_retention_3d,-0.113500,1000
30,B4_full_l2t,m_retention_7d,-0.226125,1000
30,B4_full_l2t,m_robust,0.866667,30
30,B4_full_l2t,m_transfer,0.764750,1000
